sourcename sourcefeature sourcetype userid first_login_time first_login_usertype chuo_status first_chuo_bin youe_status fb_status cj_status allcj_status
今日头条大额 regsourceid=dae213 app 85770668 2018-06-19 纯新 0 NA 0 0 0 0
运营短信营销 regsourceid=dae112 app 54278187 2018-06-07 有额未发标 0 NA 0 0 0 0
广点通 regsourceid=dae054 app 85927516 2018-06-21 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 45665212 2018-06-08 成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 69102247 2018-05-22 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 84159956 2018-05-30 纯新 0 NA 0 0 0 1
广点通 app_feature=dae183_1052 app 85909059 2018-06-22 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 84786553 2018-06-17 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83239422 2018-05-20 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 79848776 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 73203859 2018-05-22 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 44547316 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84030565 2018-05-28 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83768452 2018-05-29 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 86070178 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83996903 2018-05-30 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae016 app 23654785 2018-05-30 发标未成交 0 NA 0 0 0 0
懂球帝大额 regsourceid=daeadongqiudi M 85800756 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae005 app 69867083 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 23937173 2018-05-17 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 64054653 2018-06-23 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 86057440 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84809044 2018-06-08 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 78524144 2018-06-06 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 77191077 2018-05-18 戳额无额度 0 NA 0 0 0 1
广点通 regsourceid=dae012 app 65605358 2018-05-09 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 63434738 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 82314980 2018-06-03 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83095324 2018-05-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 78581611 2018-06-10 纯新 0 NA 0 0 0 0
APP资产大额还呗 regsourceid=dae129 app 71628897 2018-06-14 成交 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 84974974 2018-06-09 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85303616 2018-06-13 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae258 app 85568599 2018-06-20 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 60112951 2018-06-15 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 54395768 2018-06-11 纯新 1 16 0 0 0 0
广点通 regsourceid=dae012 app 79523683 2018-06-19 发标未成交 0 NA 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 85726540 2018-06-20 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 83443301 2018-06-21 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 81641674 2018-06-20 发标未成交 1 1 0 0 0 0
神马SEM大额 regsourceid=dae042 app 8868703 2018-06-13 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 7273513 2018-06-13 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 56268911 2018-06-19 纯新 1 10 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 46536487 2018-06-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84599176 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83556299 2018-05-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 45311668 2018-05-31 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 85703317 2018-06-18 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 81624444 2018-05-10 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 75999132 2018-06-20 发标未成交 1 2 1 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 85069778 2018-06-12 纯新 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 6752663 2018-06-11 发标未成交 1 5 0 0 0 1
亿玛dsp app_feature=dae140_1052 app 86161909 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 34742945 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 83478336 2018-05-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae148 app 57076771 2018-06-09 戳额无额度 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84015977 2018-05-28 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85076460 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 46838401 2018-06-06 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 70594738 2018-06-21 发标未成交 0 NA 0 0 0 1
今日头条大额 regsourceid=dae258 app 86160360 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 71649642 2018-05-25 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae007 app 83143241 2018-05-15 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 39107507 2018-06-22 成交 0 NA 0 0 0 0
亿玛dsp regsourceid=dae122 app 86097590 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 56023659 2018-06-15 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85459656 2018-06-15 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 65534560 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 71411324 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83742585 2018-05-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 82976829 2018-05-29 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 60234861 2018-05-15 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 79220470 2018-06-23 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 84582506 2018-06-05 纯新 0 NA 0 0 0 0
亿玛dsp regsourceid=dae122 app 76751114 2018-06-21 纯新 0 NA 0 0 0 1
今日头条大额 regsourceid=dae241 app 86085822 2018-06-23 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 86039275 2018-06-22 戳额无额度 0 NA 0 0 0 1
神马SEM大额 app_feature=dae288_1052 app 63778413 2018-06-21 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae136_1052 app 85296052 2018-06-13 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 75128067 2018-06-11 发标未成交 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 8044547 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 82120797 2018-05-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 33405012 2018-06-13 纯新 0 NA 0 0 0 0
APP资产大额还呗 regsourceid=dae129 app 18789612 2018-06-21 有额未发标 0 NA 0 0 0 1
广点通 regsourceid=dae046 app 83787613 2018-05-24 纯新 0 NA 0 0 0 1
亿玛dsp app_feature=dae135_1052 app 61377200 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 51091291 2018-06-22 成交 0 NA 0 0 0 0
广点通 regsourceid=dae045 app 48427617 2018-05-16 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 20774357 2018-06-11 发标未成交 1 8 0 0 0 0
广点通 regsourceid=dae012 app 85217830 2018-06-12 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 71151966 2018-06-10 发标未成交 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 9006616 2018-06-23 发标未成交 0 NA 0 0 0 0
神马SEM大额 app_feature=dae288_1052 app 85627866 2018-06-17 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae154 app 17436461 2018-06-16 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 71686835 2018-06-13 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 84706280 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 84687160 2018-06-18 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 84979929 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 84285616 2018-06-18 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 69425077 2018-06-09 纯新 0 NA 0 0 0 0
广点通 app_feature=dae185_1052 app 70687078 2018-06-20 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 85221196 2018-06-12 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 57469251 2018-06-21 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 59487210 2018-06-21 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 78139409 2018-06-23 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 28082665 2018-06-12 发标未成交 0 NA 0 0 0 0
大额亿玛dsp2 regsourceid=dae206 app 76671247 2018-06-23 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae050 app 83877454 2018-05-25 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 69250647 2018-06-07 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae006 app 57502465 2018-05-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 55654558 2018-06-12 成交 0 NA 0 0 0 0
资产大额M站撸米王 regsourceid=zcdaelumiwang M 57581361 2018-05-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae154 app 84812899 2018-06-14 发标未成交 0 NA 0 0 0 0
资产大额万谋数据 regsourceid=dae277 app 85193651 2018-06-12 纯新 0 NA 0 0 0 0
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 83511425 2018-05-21 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 68645341 2018-06-23 成交 1 20 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 41837966 2018-06-15 发标未成交 0 NA 0 0 0 1
今日头条大额 regsourceid=dae216 app 54837185 2018-06-18 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 84933759 2018-06-09 纯新 1 4 0 0 0 0
广点通 regsourceid=dae015 app 83956164 2018-05-27 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae213 app 84255314 2018-06-14 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 84584141 2018-06-10 纯新 0 NA 0 0 0 1
搜狗信息流大额 regsourceid=dae039 app 82946593 2018-05-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae150 app 81743973 2018-06-10 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae134_1052 app 83918709 2018-06-14 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae261 app 85465895 2018-06-15 纯新 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 85197438 2018-06-12 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83772427 2018-05-24 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 84925523 2018-06-21 纯新 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 81252111 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae148 app 48199006 2018-06-10 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 59431095 2018-06-12 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae044 app 83924524 2018-05-26 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 85150459 2018-06-11 纯新 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb M 83384019 2018-05-19 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 25762510 2018-06-22 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 77075773 2018-05-21 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 85914704 2018-06-21 纯新 1 10 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 85262765 2018-06-13 纯新 0 NA 0 0 0 1
神马SEM大额 app_feature=dae288_1052 app 72179970 2018-06-18 发标未成交 1 2 0 0 0 0
广点通 regsourceid=dae012 app 86070408 2018-06-22 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 85803122 2018-06-20 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 84328426 2018-06-09 发标未成交 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 83889942 2018-05-28 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 64355766 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 82113861 2018-06-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 1346323 2018-06-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 84223205 2018-06-01 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 85687436 2018-06-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae066 app 84740847 2018-06-06 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83747308 2018-06-15 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 73996599 2018-05-24 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 49075014 2018-05-25 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 65788172 2018-06-08 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae216 app 49900452 2018-06-15 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae148 app 51367116 2018-06-19 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 41337732 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 85129906 2018-06-15 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae061 app 84388703 2018-06-02 纯新 0 NA 0 0 0 0
APP资产大额51卡宝 regsourceid=dae116 app 79561336 2018-05-08 有额未发标 0 NA 0 0 0 1
广点通 regsourceid=dae012 app 81458937 2018-06-20 纯新 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 43815607 2018-06-12 成交 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb01 app 21252125 2018-05-28 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 29036856 2018-06-21 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae140_1052 app 57307255 2018-05-20 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 75302272 2018-06-06 发标未成交 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 68804810 2018-06-11 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 85824926 2018-06-20 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 52723306 2018-06-13 戳额无额度 0 NA 0 0 0 0
百度SEM-MB大额 regsourceid=dae244 app 83410899 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 50839047 2018-05-28 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 58760576 2018-05-21 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 31803552 2018-06-02 发标未成交 0 NA 0 0 0 0
搜狗SEM-MB大额 regsourceid=daesgmb M 71593805 2018-05-17 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae184_1052 app 74252036 2018-06-19 戳额无额度 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 83504260 2018-05-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 79052169 2018-06-17 纯新 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 85111228 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae059 app 84301793 2018-06-01 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 75845571 2018-06-21 发标未成交 0 NA 0 0 0 1
亿玛dsp app_feature=dae138_1052 app 76420298 2018-06-13 发标未成交 0 NA 0 0 0 1
广点通 app_feature=dae182_1052 app 85716558 2018-06-19 纯新 1 5 1 1 1 1
百度SEM-MB大额 regsourceid=daebaidumb M 54450818 2018-05-19 发标未成交 1 7 0 0 0 0
亿玛dsp app_feature=dae138_1052 app 85728109 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 84886477 2018-06-12 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 83588021 2018-05-23 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 85022336 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 77320921 2018-05-21 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae257 app 85583243 2018-06-17 纯新 0 NA 0 0 0 0
亿玛dsp regsourceid=dae127 app 56552573 2018-06-01 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 82733886 2018-06-18 发标未成交 0 NA 0 0 0 0
百度信息流大额 regsourceid=dae041 app 86089728 2018-06-23 纯新 0 NA 0 0 0 0
百度信息流大额 regsourceid=dae041 app 68728863 2018-05-30 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae065 app 84873293 2018-06-13 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 17841896 2018-06-02 发标未成交 0 NA 0 0 0 1
广点通 regsourceid=dae016 app 81151303 2018-05-17 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 73417971 2018-05-23 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 80279023 2018-06-02 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 52718249 2018-05-27 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 82166397 2018-05-16 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 21013272 2018-05-24 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 44123163 2018-05-24 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae139_1052 app 86137719 2018-06-23 纯新 1 6 0 0 0 1
广点通 app_feature=dae183_1052 app 85857266 2018-06-21 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae148 app 85073995 2018-06-10 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae242 app 83849895 2018-06-19 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 46356735 2018-06-15 发标未成交 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 55770981 2018-05-13 发标未成交 1 7 0 0 0 0
百度SEM-MB大额 regsourceid=daebaidumb01 app 62423325 2018-05-28 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 83776250 2018-05-31 发标未成交 0 NA 0 0 0 1
陌陌大额59 regsourceid=dae294 app 85970066 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 59900233 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae067 app 6285743 2018-06-20 纯新 0 NA 0 0 0 0
陌陌大额59 regsourceid=dae294 app 84451527 2018-06-20 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae135_1052 app 82953933 2018-06-15 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae137_1052 app 85349958 2018-06-16 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84675462 2018-06-05 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 85371951 2018-06-15 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 85027896 2018-06-10 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae254 app 85391646 2018-06-14 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 84168605 2018-05-30 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 78482248 2018-05-20 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 57617512 2018-06-16 成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 79082840 2018-05-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 61782955 2018-05-28 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae154 app 82812275 2018-06-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 75737135 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae061 app 75997439 2018-06-12 发标未成交 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 72157406 2018-06-07 发标未成交 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 84262173 2018-06-15 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 2236813 2018-05-25 发标未成交 0 NA 0 0 0 0
百度信息流大额 regsourceid=dae041 app 32357175 2018-05-17 发标未成交 0 NA 0 0 0 0
今日头条大额 regsourceid=dae256 app 82130893 2018-06-16 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 75260747 2018-06-01 纯新 1 15 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 47056367 2018-06-13 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 51476347 2018-05-16 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=daeshenma M 56972967 2018-06-21 发标未成交 1 3 0 0 0 0
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 80868815 2018-05-21 纯新 1 5 0 0 0 0
广点通 app_feature=dae183_1052 app 85085848 2018-06-11 纯新 1 4 1 1 1 1
广点通 regsourceid=dae160 app 85667416 2018-06-19 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 85169637 2018-06-16 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 43014291 2018-06-17 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae319 app 85954944 2018-06-22 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 80815357 2018-06-19 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 76954622 2018-06-06 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 38399758 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 84373847 2018-06-11 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 85992252 2018-06-22 戳额无额度 0 NA 0 0 0 0
今日头条大额 regsourceid=dae213 app 72719009 2018-06-18 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 67428418 2018-06-11 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae055 app 53203175 2018-06-17 发标未成交 0 NA 0 0 0 0
广点通 app_feature=dae181_1052 app 81434021 2018-06-10 纯新 0 NA 0 0 0 0
资产大额淘钱宝 regsourceid=dae096 app 41639519 2018-06-05 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85669462 2018-06-18 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae014 app 68937704 2018-05-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 4948409 2018-05-31 成交 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 86163396 2018-06-23 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae136_1052 app 69165607 2018-06-13 纯新 0 NA 0 0 0 0
资产大额M站九格 regsourceid=zcdaejiuge M 31052010 2018-06-09 成交 0 NA 0 0 0 0
大额优借 regsourceid=dae249 app 85444120 2018-06-15 纯新 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae040 app 65394098 2018-06-13 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae044 app 83764677 2018-05-24 纯新 0 NA 0 0 0 1
广点通 regsourceid=dae016 app 63902779 2018-05-16 纯新 0 NA 0 0 0 0
资产大额M站菠萝贷 regsourceid=zcdaeboluodai M 17923698 2018-05-18 发标未成交 1 1 0 0 0 1
广点通 regsourceid=dae012 app 83667946 2018-05-22 纯新 0 NA 0 0 0 0
广点通 app_feature=dae183_1052 app 60030953 2018-06-18 纯新 0 NA 0 0 0 0
亿玛dsp regsourceid=dae120 app 79722346 2018-06-19 纯新 0 NA 0 0 0 0
今日头条大额 regsourceid=dae216 app 85551446 2018-06-16 纯新 0 NA 0 0 0 0
亿玛dsp app_feature=dae133_1052 app 85867254 2018-06-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 85886260 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 67849416 2018-06-11 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae046 app 72261531 2018-06-01 成交 0 NA 0 0 0 0
百度信息流大额 regsourceid=dae041 app 80280692 2018-06-16 发标未成交 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 76690632 2018-06-21 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae012 app 17066736 2018-06-20 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae158 app 85786344 2018-06-19 纯新 1 2 0 0 0 0
广点通 regsourceid=dae016 app 62775396 2018-05-20 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 81084236 2018-06-07 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 68873058 2018-05-26 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae154 app 76687820 2018-06-19 发标未成交 0 NA 0 0 0 1
广点通 regsourceid=dae061 app 66778376 2018-06-15 发标未成交 0 NA 0 0 0 0
广点通 regsourceid=dae015 app 83297839 2018-05-17 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae016 app 82594064 2018-05-10 发标未成交 0 NA 0 0 0 1
搜狗SEM-MB大额 regsourceid=daesgmb01 app 84756959 2018-06-10 纯新 0 NA 0 0 0 0
广点通 regsourceid=dae144 app 50721600 2018-06-13 纯新 0 NA 0 0 0 0
百融白名单 regsourceid=dae022 app 85784537 2018-06-19 纯新 0 NA 0 0 0 0
神马SEM大额 regsourceid=dae042 app 84413997 2018-06-15 发标未成交 1 15 0 0 0 0
广点通 regsourceid=dae046 app 9882322 2018-05-30 发标未成交 1 8 0 0 0 0
广点通 regsourceid=dae016 app 81841422 2018-06-20 成交 0 NA 0 0 0 0
广点通 app_feature=dae182_1052 app 54586418 2018-06-19 纯新 0 NA 0 0 0 0
亿玛dsp regsourceid=dae122 app 62687499 2018-06-22 发标未成交 0 NA 0 0 0 0
陌陌信息流大额 regsourceid=dae319 app 41708343 2018-06-22 发标未成交 0 NA 0 0 0 0
